path,label
gs://az-bucket-1/Negative/neg(1).jpg,0
gs://az-bucket-1/Negative/neg(2).jpg,0
gs://az-bucket-1/Negative/neg(3).jpg,0
gs://az-bucket-1/Negative/neg(4).jpg,0
gs://az-bucket-1/Negative/neg(5).jpg,0
gs://az-bucket-1/Negative/neg(6).jpg,0
gs://az-bucket-1/Negative/neg(7).jpg,0
gs://az-bucket-1/Negative/neg(8).jpg,0
gs://az-bucket-1/Negative/neg(9).jpg,0
gs://az-bucket-1/Negative/neg(10).jpg,0
gs://az-bucket-1/Negative/neg(11).jpg,0
gs://az-bucket-1/Negative/neg(12).jpg,0
gs://az-bucket-1/Negative/neg(13).jpg,0
gs://az-bucket-1/Negative/neg(14).jpg,0
gs://az-bucket-1/Negative/neg(15).jpg,0
gs://az-bucket-1/Negative/neg(16).jpg,0
gs://az-bucket-1/Negative/neg(17).jpg,0
gs://az-bucket-1/Negative/neg(18).jpg,0
gs://az-bucket-1/Negative/neg(19).jpg,0
gs://az-bucket-1/Negative/neg(20).jpg,0
gs://az-bucket-1/Negative/neg(21).jpg,0
gs://az-bucket-1/Negative/neg(22).jpg,0
gs://az-bucket-1/Negative/neg(23).jpg,0
gs://az-bucket-1/Negative/neg(24).jpg,0
gs://az-bucket-1/Negative/neg(25).jpg,0
gs://az-bucket-1/Negative/neg(26).jpg,0
gs://az-bucket-1/Negative/neg(27).jpg,0
gs://az-bucket-1/Negative/neg(28).jpg,0
gs://az-bucket-1/Negative/neg(29).jpg,0
gs://az-bucket-1/Negative/neg(30).jpg,0
gs://az-bucket-1/Negative/neg(31).jpg,0
gs://az-bucket-1/Negative/neg(32).jpg,0
gs://az-bucket-1/Negative/neg(33).jpg,0
gs://az-bucket-1/Negative/neg(34).jpg,0
gs://az-bucket-1/Negative/neg(35).jpg,0
gs://az-bucket-1/Negative/neg(36).jpg,0
gs://az-bucket-1/Negative/neg(37).jpg,0
gs://az-bucket-1/Negative/neg(38).jpg,0
gs://az-bucket-1/Negative/neg(39).jpg,0
gs://az-bucket-1/Negative/neg(40).jpg,0
gs://az-bucket-1/Negative/neg(41).jpg,0
gs://az-bucket-1/Negative/neg(42).jpg,0
gs://az-bucket-1/Negative/neg(43).jpg,0
gs://az-bucket-1/Negative/neg(44).jpg,0
gs://az-bucket-1/Negative/neg(45).jpg,0
gs://az-bucket-1/Negative/neg(46).jpg,0
gs://az-bucket-1/Negative/neg(47).jpg,0
gs://az-bucket-1/Negative/neg(48).jpg,0
gs://az-bucket-1/Negative/neg(49).jpg,0
gs://az-bucket-1/Negative/neg(50).jpg,0
gs://az-bucket-1/Negative/neg(51).jpg,0
gs://az-bucket-1/Negative/neg(52).jpg,0
gs://az-bucket-1/Negative/neg(53).jpg,0
gs://az-bucket-1/Negative/neg(54).jpg,0
gs://az-bucket-1/Negative/neg(55).jpg,0
gs://az-bucket-1/Negative/neg(56).jpg,0
gs://az-bucket-1/Negative/neg(57).jpg,0
gs://az-bucket-1/Negative/neg(58).jpg,0
gs://az-bucket-1/Negative/neg(59).jpg,0
gs://az-bucket-1/Negative/neg(60).jpg,0
gs://az-bucket-1/Negative/neg(61).jpg,0
gs://az-bucket-1/Negative/neg(62).jpg,0
gs://az-bucket-1/Negative/neg(63).jpg,0
gs://az-bucket-1/Negative/neg(64).jpg,0
gs://az-bucket-1/Negative/neg(65).jpg,0
gs://az-bucket-1/Negative/neg(66).jpg,0
gs://az-bucket-1/Negative/neg(67).jpg,0
gs://az-bucket-1/Negative/neg(68).jpg,0
gs://az-bucket-1/Negative/neg(69).jpg,0
gs://az-bucket-1/Negative/neg(70).jpg,0
gs://az-bucket-1/Negative/neg(71).jpg,0
gs://az-bucket-1/Negative/neg(72).jpg,0
gs://az-bucket-1/Negative/neg(73).jpg,0
gs://az-bucket-1/Negative/neg(74).jpg,0
gs://az-bucket-1/Negative/neg(75).jpg,0
gs://az-bucket-1/Negative/neg(76).jpg,0
gs://az-bucket-1/Negative/neg(77).jpg,0
gs://az-bucket-1/Negative/neg(78).jpg,0
gs://az-bucket-1/Negative/neg(79).jpg,0
gs://az-bucket-1/Negative/neg(80).jpg,0
gs://az-bucket-1/Negative/neg(81).jpg,0
gs://az-bucket-1/Negative/neg(82).jpg,0
gs://az-bucket-1/Negative/neg(83).jpg,0
gs://az-bucket-1/Negative/neg(84).jpg,0
gs://az-bucket-1/Negative/neg(85).jpg,0
gs://az-bucket-1/Negative/neg(86).jpg,0
gs://az-bucket-1/Negative/neg(87).jpg,0
gs://az-bucket-1/Negative/neg(88).jpg,0
gs://az-bucket-1/Negative/neg(89).jpg,0
gs://az-bucket-1/Negative/neg(90).jpg,0
gs://az-bucket-1/Negative/neg(91).jpg,0
gs://az-bucket-1/Negative/neg(92).jpg,0
gs://az-bucket-1/Negative/neg(93).jpg,0
gs://az-bucket-1/Negative/neg(94).jpg,0
gs://az-bucket-1/Negative/neg(95).jpg,0
gs://az-bucket-1/Negative/neg(96).jpg,0
gs://az-bucket-1/Negative/neg(97).jpg,0
gs://az-bucket-1/Negative/neg(98).jpg,0
gs://az-bucket-1/Negative/neg(99).jpg,0
gs://az-bucket-1/Negative/neg(100).jpg,0
gs://az-bucket-1/Negative/neg(101).jpg,0
gs://az-bucket-1/Negative/neg(102).jpg,0
gs://az-bucket-1/Negative/neg(103).jpg,0
gs://az-bucket-1/Negative/neg(104).jpg,0
